0,-0.1
1,-0.085
2,-0.01
3,0
4,-0.025
5,-0.035
6,-0.045
7,-0.075
8,-0.125
9,-0.125
10,-0.15
11,-0.1
12,-0.02
13,0.005
14,0.01
15,0
16,-0.06
17,-0.105
18,-0.11
19,-0.1
20,-0.08
21,-0.075
22,-0.035
23,0.01
24,0.02
25,-0.025
26,-0.06
27,-0.175
28,-0.14
29,-0.1
30,-0.1
31,-0.045
32,-0.015
33,-0.005
34,-0.01
35,-0.01
36,-0.085
37,-0.105
38,-0.12
39,-0.15
40,-0.13
41,-0.045
42,-0.01
43,-0.01
44,-0.035
45,-0.08
46,-0.085
47,-0.08
48,-0.12
49,-0.14
50,-0.11
51,-0.04
52,0
53,0
54,-0.01
55,-0.04
56,-0.08
57,-0.12
58,-0.14
59,-0.11
60,-0.11
61,-0.065
62,-0.045
63,-0.055
64,-0.035
65,-0.03
66,-0.095
67,-0.11
68,-0.125
69,-0.13
70,-0.125
71,-0.05
72,-0.015
73,0.005
74,-0.01
75,-0.05
76,-0.1
77,-0.09
78,-0.12
79,-0.12
80,-0.085
81,-0.015
82,0.045
83,0.055
84,0
85,-0.035
86,-0.06
87,-0.075
88,-0.145
89,-0.075
90,-0.05
91,0.015
92,0.035
93,0.025
94,0.015
95,0.015
96,-0.055
97,-0.07
98,-0.035
99,-0.055
100,-0.02
101,0.06
102,0.075
103,0.06
104,-0.01
105,-0.015
106,-0.06
107,-0.08
108,-0.115
109,-0.115
110,-0.065
111,0.015
112,0.015
113,0.025
114,-0.025
115,-0.05
116,-0.095
117,-0.15
118,-0.14
119,-0.12
120,-0.075
121,-0.06
122,-0.065
123,-0.01
124,-0.02
125,-0.065
126,-0.12
127,-0.155
128,-0.17
129,-0.15
130,-0.115
131,-0.05
132,-0.05
133,-0.04
134,-0.04
135,-0.07
136,-0.125
137,-0.14
138,-0.135
139,-0.125
140,-0.11
141,-0.08
142,-0.02
143,-0.01
144,-0.045
145,-0.065
146,-0.135
147,-0.185
148,-0.185
149,-0.18
150,-0.095
151,-0.07
152,-0.055
153,-0.05
154,-0.05
155,-0.095
156,-0.15
157,-0.165
158,-0.165
159,-0.165
160,-0.135
161,-0.155
162,-0.085
163,-0.065
164,-0.03
165,-0.005
166,-0.02
167,0.02
168,0.1
169,0.2
170,0.3
171,0.43
172,0.565
173,0.675
174,0.75
175,0.695
176,0.645
177,0.585
178,0.52
179,0.415
180,0.335
181,0.315
182,0.19
183,0.06
184,-0.125
185,-0.26
186,-0.28
187,-0.25
188,-0.2
189,-0.185
190,-0.145
191,-0.05
192,-0.02
193,-0.03
194,-0.03
195,-0.045
196,-0.09
197,-0.125
198,-0.105
199,-0.12
200,-0.05
201,-0.03
202,-0.02
203,-0.025
204,-0.005
205,-0.08
206,-0.065
207,-0.09
208,-0.07
209,-0.105
210,-0.08
211,-0.025
212,-0.005
213,-0.035
214,-0.035
215,-0.09
216,-0.105
217,-0.145
218,-0.11
219,-0.065
220,-0.005
221,0.03
222,-0.015
223,0.015
224,0.01
225,-0.06
226,-0.075
227,-0.095
228,-0.08
229,-0.075
230,0.045
231,0.06
232,0.055
233,-0.005
234,-0.015
235,-0.035
236,-0.06
237,-0.06
238,-0.05
239,-0.015
240,-0.015
241,0.025
242,0.045
243,0.04
244,0.02
245,-0.015
246,-0.03
247,0.01
248,-0.05
249,-0.095
250,0.01
251,0.08
252,0.095
253,0.08
254,0.06
255,0
256,-0.01
257,-0.015
258,-0.005
259,0.04
260,0.09
261,0.11
262,0.14
263,0.105
264,0.1
265,0.095
266,0.06
267,0.055
268,0.075
269,0.095
270,0.16
271,0.225
272,0.225
273,0.215
274,0.215
275,0.14
276,0.115
277,0.12
278,0.125
279,0.18
280,0.245
281,0.25
282,0.28
283,0.255
284,0.215
285,0.18
286,0.16
287,0.165
288,0.19
289,0.235
290,0.285
291,0.305
292,0.27
293,0.255
294,0.205
295,0.175
296,0.17
297,0.115
298,0.145
299,0.195
300,0.2
301,0.22
302,0.215
303,0.145
304,0.12
305,0.09
306,0.085
307,0.04
308,0.03
309,0.045
310,0.085
311,0.09
312,0.14
313,0.105
314,0.03
315,-0.025
316,-0.055
317,-0.035
318,-0.035
319,-0.005
320,0.03
321,0.035
322,0.02
323,0
324,-0.05
325,-0.08
326,-0.115
327,-0.1
328,-0.115
329,-0.05
330,-0.01
331,-0.01
332,-0.005
333,-0.015
334,-0.055
335,-0.095
336,-0.12
337,-0.115
338,-0.09
339,-0.025
340,-0.005
341,-0.02
342,-0.03
343,-0.025
344,-0.07
345,-0.105
346,-0.125
347,-0.125
348,-0.1
349,0
350,0.02
351,-0.05
352,-0.065
353,-0.01
354,-0.07
355,-0.09
356,-0.125
357,-0.12
358,-0.085
359,-0.03
360,-0.005
361,0.01
362,-0.015
363,-0.025
364,-0.07
365,-0.085
366,-0.105
367,-0.09
368,-0.1
369,-0.04
370,0.02
371,0.03
372,0.015
373,-0.03
374,-0.115
375,-0.115
376,-0.115
377,-0.07
378,-0.065
379,-0.01
380,0.015
381,-0.005
382,0.025
383,-0.03
384,-0.12
385,-0.135
386,-0.11
387,-0.07
388,-0.075
389,-0.01
390,0.005
391,0
392,0.01
393,0
394,-0.055
395,-0.09
396,-0.08
397,-0.08
398,-0.105
399,-0.01
400,-0.025
401,-0.01
402,-0.015
403,-0.015
404,-0.095
405,-0.115
406,-0.11
407,-0.09
408,-0.065
409,-0.015
410,-0.005
411,-0.015
412,-0.02
413,-0.035
414,-0.085
415,-0.12
416,-0.105
417,-0.11
418,-0.095
419,-0.035
420,-0.025
421,-0.01
422,-0.02
423,-0.06
424,-0.1
425,-0.14
426,-0.145
427,-0.08
428,-0.08
429,-0.035
430,-0.015
431,0
432,-0.02
433,-0.075
434,-0.115
435,-0.11
436,-0.12
437,-0.095
438,-0.065
439,-0.005
440,0.005
441,-0.005
442,-0.06
443,-0.08
444,-0.1
445,-0.095
446,-0.135
447,-0.13
448,-0.085
449,-0.025
450,-0.015
451,0
452,-0.03
453,-0.09
454,-0.15
455,-0.135
456,-0.115
457,-0.115
458,-0.1
459,-0.03
460,-0.005
461,-0.035
462,-0.05
463,-0.06
464,-0.075
465,-0.135
466,-0.145
467,-0.11
468,-0.075
469,-0.03
470,-0.02
471,-0.07
472,-0.055
473,-0.09
474,-0.12
475,-0.135
