0,0.265
1,0.25
2,0.23
3,0.24
4,0.245
5,0.285
6,0.315
7,0.355
8,0.335
9,0.3
10,0.27
11,0.23
12,0.215
13,0.225
14,0.21
15,0.29
16,0.33
17,0.335
18,0.315
19,0.255
20,0.2
21,0.135
22,0.125
23,0.12
24,0.175
25,0.215
26,0.21
27,0.185
28,0.175
29,0.17
30,0.065
31,0.035
32,0.025
33,0.005
34,0.04
35,0.085
36,0.105
37,0.13
38,0.11
39,0.065
40,0.035
41,0
42,-0.045
43,-0.01
44,0.03
45,0.05
46,0.025
47,0.055
48,0.025
49,0.025
50,-0.025
51,-0.07
52,-0.065
53,-0.03
54,-0.045
55,0.005
56,0.03
57,0.055
58,0.025
59,0
60,-0.015
61,-0.015
62,-0.055
63,-0.04
64,-0.035
65,0.03
66,0.055
67,0.055
68,0.045
69,0.02
70,-0.04
71,-0.08
72,-0.09
73,-0.075
74,-0.03
75,0.04
76,0.06
77,0.08
78,0.075
79,0.005
80,-0.05
81,-0.07
82,-0.055
83,-0.055
84,0
85,0.03
86,0.035
87,0.065
88,0.06
89,0.01
90,-0.035
91,-0.095
92,-0.06
93,-0.03
94,0
95,0.06
96,0.065
97,0.065
98,0.045
99,0.02
100,-0.04
101,-0.05
102,-0.05
103,0.005
104,0.015
105,0.06
106,0.075
107,0.085
108,0.05
109,-0.03
110,-0.045
111,-0.045
112,-0.05
113,-0.05
114,0.01
115,0.045
116,0.07
117,0.085
118,0.045
119,0
120,-0.03
121,-0.045
122,-0.06
123,-0.055
124,-0.025
125,0.015
126,0.04
127,0.065
128,0.04
129,-0.02
130,-0.075
131,-0.085
132,-0.075
133,-0.04
134,0
135,0.025
136,0.025
137,0.035
138,0.04
139,-0.02
140,-0.08
141,-0.065
142,-0.06
143,-0.03
144,-0.005
145,0.045
146,0.095
147,0.06
148,0.045
149,0.015
150,-0.025
151,-0.03
152,0.01
153,-0.04
154,0.02
155,0.04
156,0.065
157,0.035
158,0.045
159,0.045
160,0.035
161,0
162,-0.025
163,0.01
164,0.04
165,0.09
166,0.1
167,0.095
168,0.04
169,0.01
170,0.02
171,0
172,0.025
173,0.075
174,0.085
175,0.095
176,0.115
177,0.085
178,0.045
179,-0.01
180,-0.04
181,-0.08
182,-0.075
183,-0.03
184,-0.01
185,0.01
186,0
